0.01, 5.5639
0.05, -0.4422
0.07, -0.5189
0.10, -0.5141
0.13, -0.4980
0.16, -0.4755
0.18, -0.4435
0.21, -0.4059
0.24, -0.3632
0.26, -0.3225
0.29, -0.2650
0.32, -0.2234
0.34, -0.1478
0.37, -0.0821
0.40, -0.0286
0.42, 0.0497
0.45, 0.1289
0.48, 0.2282
0.50, 0.2945
0.53, 0.3812
0.56, 0.4955
0.59, 0.5960
0.61, 0.6755
0.64, 0.8010
0.66, 0.9379
0.69, 1.0084
0.72, 1.1611
0.75, 1.2878
0.77, 1.3866
0.80, 1.5841
0.83, 1.6679
0.85, 1.8397
0.88, 1.9668
0.91, 2.1283
0.93, 2.2750
0.96, 2.4412
0.99, 2.5977
1.01, 2.7906
1.04, 2.9403
1.07, 3.1511
1.09, 3.2928
1.12, 3.5118
1.15, 3.6788
1.17, 3.8853
1.20, 4.1049
1.23, 4.2636
1.25, 4.5091
1.28, 4.7223
1.31, 4.9024
1.33, 5.1401
1.36, 5.3948
1.39, 5.5936
1.41, 5.8218
1.44, 6.0609
1.47, 6.3183
1.49, 6.5490
1.52, 6.7798
1.55, 7.0237
1.57, 7.2978
1.60, 7.5574
1.63, 7.8293
1.65, 8.0885
1.68, 8.3472
1.71, 8.6312
1.73, 8.8972
1.76, 9.2022
1.79, 9.4916
1.81, 9.7936
1.84, 10.0732
1.87, 10.3733
1.89, 10.6694
1.92, 10.9842
1.95, 11.2910
1.97, 11.6185
2.00, 11.9228
2.03, 12.2527
2.05, 12.5779
2.08, 12.9056
2.11, 13.2467
2.13, 13.5783
2.16, 13.9152
2.19, 14.2601
2.21, 14.5828
2.24, 14.9556
2.27, 15.3203
2.30, 15.6766
2.32, 16.0413
2.35, 16.4053
2.38, 16.7493
2.40, 17.1130
2.43, 17.4778
2.46, 17.8609
2.48, 18.2390
2.51, 18.6168
2.54, 18.9916
2.56, 19.3784
2.59, 19.7838
2.62, 20.1705
2.64, 20.5425
2.67, 20.9613
2.69, 21.3703
2.72, 21.7842
2.75, 22.1949
2.78, 22.6256
2.80, 23.0486
2.83, 23.4327
2.86, 23.8885
2.88, 24.3007
2.91, 24.7299
2.94, 25.1908
2.97, 25.5985
2.99, 26.0785
3.02, 26.4936
3.05, 26.9598
3.08, 27.4043
3.10, 27.8593
3.13, 28.3089
3.15, 28.7367
3.18, 29.2299
3.21, 29.6706
3.24, 30.1429
3.26, 30.5874
3.29, 31.0526
3.31, 31.4978
3.34, 31.9839
3.37, 32.4430
3.40, 32.9112
3.42, 33.3871
3.45, 33.8464
3.48, 34.3425
3.50, 34.8174
3.53, 35.3053
3.56, 35.7965
3.58, 36.2677
3.61, 36.7900
3.64, 37.2318
3.66, 37.7526
3.69, 38.2452
3.72, 38.7378
3.74, 39.2358
3.77, 39.7235
3.80, 40.2575
3.83, 40.7762
3.85, 41.2931
3.88, 41.8126
3.91, 42.3096
3.93, 42.8276
3.96, 43.3257
3.99, 43.8396
4.02, 44.3769
4.04, 44.9033
4.07, 45.4139
4.10, 45.9399
4.12, 46.4761
4.15, 46.9733
4.18, 47.5244
4.20, 48.0181
4.23, 48.5278
4.26, 49.0845
4.28, 49.5853
4.31, 50.1098
4.34, 50.6505
4.36, 51.1698
4.39, 51.6668
4.42, 52.2120
4.44, 52.7305
4.47, 53.2448
4.49, 53.7865
4.52, 54.2990
4.55, 54.8075
4.57, 55.3573
4.60, 55.9074
